id,intent,colloquial_query,canonical_query,rewrite_suggestion,slots,ontology_terms,source_hint,quality
INSQ000065,BENEFIT_RETURN,麻烦帮我查查包含CCRC资格权益的终寿产品有啥？,包含CCRC资格权益的终身寿险产品有哪些？,包含CCRC资格权益的终身寿险产品有哪些？,"{""product_name"": ""利安安鑫慧享终身寿险分红型"", ""product_line"": ""终身寿险"", ""version_year"": ""2022"", ""field"": ""健康告知"", ""benefit_type"": ""CCRC资格权益""}","[""终身寿险"", ""CCRC资格权益"", ""健康告知""]",利安安鑫慧享终身寿险分红型,from_filename+limited_pdf
INSQ000066,BENEFIT_RETURN,请问包含养老社区的寿险产品有啥？？ 要简单点,包含CCRC资格权益的终身寿险产品有哪些？,包含CCRC资格权益的终身寿险产品有哪些？,"{""product_name"": ""利安安鑫慧享终身寿险分红型"", ""product_line"": ""终身寿险"", ""version_year"": ""2022"", ""field"": ""健康告知"", ""benefit_type"": ""CCRC资格权益""}","[""终身寿险"", ""CCRC资格权益"", ""健康告知""]",利安安鑫慧享终身寿险分红型,from_filename+limited_pdf
INSQ000067,BENEFIT_RETURN,利安安鑫慧享寿险分红型是否包含重疾保障？,利安安鑫慧享终身寿险分红型是否包含重疾保障？,利安安鑫慧享终身寿险分红型是否包含重疾保障？,"{""product_name"": ""利安安鑫慧享终身寿险分红型"", ""product_line"": ""终身寿险"", ""version_year"": ""2022"", ""field"": ""等待期"", ""benefit_type"": ""重疾保障""}","[""终身寿险"", ""重疾保障"", ""等待期""]",利安安鑫慧享终身寿险分红型,from_filename+limited_pdf
INSQ000068,BENEFIT_RETURN,看看利安安鑫慧享终身寿分红型是否包含重疾保障？,利安安鑫慧享终身寿险分红型是否包含重疾保障？,利安安鑫慧享终身寿险分红型是否包含重疾保障？,"{""product_name"": ""利安安鑫慧享终身寿险分红型"", ""product_line"": ""终身寿险"", ""version_year"": ""2022"", ""field"": ""等待期"", ""benefit_type"": ""重疾保障""}","[""终身寿险"", ""重疾保障"", ""等待期""]",利安安鑫慧享终身寿险分红型,from_filename+limited_pdf
INSQ000069,BENEFIT_RETURN,请问利安安鑫慧享终身寿险分红型是否包含重疾保障？,利安安鑫慧享终身寿险分红型是否包含重疾保障？,利安安鑫慧享终身寿险分红型是否包含重疾保障？,"{""product_name"": ""利安安鑫慧享终身寿险分红型"", ""product_line"": ""终身寿险"", ""version_year"": ""2022"", ""field"": ""等待期"", ""benefit_type"": ""重疾保障""}","[""终身寿险"", ""重疾保障"", ""等待期""]",利安安鑫慧享终身寿险分红型,from_filename+limited_pdf
INSQ000073,ELIGIBILITY,我想问问利安安鑫慧享寿险分红型的等待期与犹豫期分别多少？,利安安鑫慧享终身寿险分红型的等待期与犹豫期分别是多少？,利安安鑫慧享终身寿险分红型的等待期与犹豫期分别是多少？,"{""product_name"": ""利安安鑫慧享终身寿险分红型"", ""product_line"": ""终身寿险"", ""version_year"": ""2022"", ""field"": ""理赔流程"", ""benefit_type"": ""生存金短期返还(≤5年)""}","[""终身寿险"", ""生存金短期返还(≤5年)"", ""理赔流程""]",利安安鑫慧享终身寿险分红型,from_filename+limited_pdf
INSQ000074,ELIGIBILITY,有没有利安安鑫慧享寿险分红型的等待时间与犹豫期分别多少？？,利安安鑫慧享终身寿险分红型的等待期与犹豫期分别是多少？,利安安鑫慧享终身寿险分红型的等待期与犹豫期分别是多少？,"{""product_name"": ""利安安鑫慧享终身寿险分红型"", ""product_line"": ""终身寿险"", ""version_year"": ""2022"", ""field"": ""理赔流程"", ""benefit_type"": ""生存金短期返还(≤5年)""}","[""终身寿险"", ""生存金短期返还(≤5年)"", ""理赔流程""]",利安安鑫慧享终身寿险分红型,from_filename+limited_pdf
INSQ000075,ELIGIBILITY,有没有利安安鑫慧享寿险分红型的等待时间与冷静期分别多少？,利安安鑫慧享终身寿险分红型的等待期与犹豫期分别是多少？,利安安鑫慧享终身寿险分红型的等待期与犹豫期分别是多少？,"{""product_name"": ""利安安鑫慧享终身寿险分红型"", ""product_line"": ""终身寿险"", ""version_year"": ""2022"", ""field"": ""理赔流程"", ""benefit_type"": ""生存金短期返还(≤5年)""}","[""终身寿险"", ""生存金短期返还(≤5年)"", ""理赔流程""]",利安安鑫慧享终身寿险分红型,from_filename+limited_pdf
INSQ000079,ELIGIBILITY,看看臻享年金的投保年龄上下限与职业要求？ 要简单点,臻享年金的投保年龄上下限与职业要求？,臻享年金的投保年龄上下限与职业要求？,"{""product_name"": ""臻享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2022"", ""field"": ""保费/费率"", ""benefit_type"": ""意外保障""}","[""养老/年金"", ""意外保障"", ""保费/费率""]",臻享年金,from_filename+limited_pdf
INSQ000080,ELIGIBILITY,有没有臻享年金的投保年龄上下限与职业要求？,臻享年金的投保年龄上下限与职业要求？,臻享年金的投保年龄上下限与职业要求？,"{""product_name"": ""臻享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2022"", ""field"": ""保费/费率"", ""benefit_type"": ""意外保障""}","[""养老/年金"", ""意外保障"", ""保费/费率""]",臻享年金,from_filename+limited_pdf
INSQ000081,ELIGIBILITY,想了解下臻享年津的可投年龄上下限与职业要求？,臻享年金的投保年龄上下限与职业要求？,臻享年金的投保年龄上下限与职业要求？,"{""product_name"": ""臻享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2022"", ""field"": ""保费/费率"", ""benefit_type"": ""意外保障""}","[""养老/年金"", ""意外保障"", ""保费/费率""]",臻享年金,from_filename+limited_pdf
INSQ000082,PREMIUM_RATE,我想问问臻享年津的多少钱如何测算？？,臻享年金的保费/费率如何测算？,臻享年金的保费/费率如何测算？,"{""product_name"": ""臻享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2022"", ""field"": ""理赔流程"", ""benefit_type"": ""CCRC资格权益""}","[""养老/年金"", ""CCRC资格权益"", ""理赔流程""]",臻享年金,from_filename+limited_pdf
INSQ000083,PREMIUM_RATE,请问臻享年金的保费/费率如何测算？？ 谢谢,臻享年金的保费/费率如何测算？,臻享年金的保费/费率如何测算？,"{""product_name"": ""臻享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2022"", ""field"": ""理赔流程"", ""benefit_type"": ""CCRC资格权益""}","[""养老/年金"", ""CCRC资格权益"", ""理赔流程""]",臻享年金,from_filename+limited_pdf
INSQ000084,PREMIUM_RATE,有没有臻享年金的保费/费率如何测算？,臻享年金的保费/费率如何测算？,臻享年金的保费/费率如何测算？,"{""product_name"": ""臻享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2022"", ""field"": ""理赔流程"", ""benefit_type"": ""CCRC资格权益""}","[""养老/年金"", ""CCRC资格权益"", ""理赔流程""]",臻享年金,from_filename+limited_pdf
INSQ000085,COVERAGE_EXCLUSION,有没有臻享年金的免则条款有啥？？,臻享年金的免责条款有哪些？,臻享年金的免责条款有哪些？,"{""product_name"": ""臻享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2022"", ""field"": ""等待期"", ""benefit_type"": ""保费豁免""}","[""养老/年金"", ""保费豁免"", ""等待期""]",臻享年金,from_filename+limited_pdf
INSQ000086,COVERAGE_EXCLUSION,能不能臻享年金的免责条款有啥？,臻享年金的免责条款有哪些？,臻享年金的免责条款有哪些？,"{""product_name"": ""臻享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2022"", ""field"": ""等待期"", ""benefit_type"": ""保费豁免""}","[""养老/年金"", ""保费豁免"", ""等待期""]",臻享年金,from_filename+limited_pdf
INSQ000087,COVERAGE_EXCLUSION,麻烦帮我查查臻享年津的免则条款有啥？,臻享年金的免责条款有哪些？,臻享年金的免责条款有哪些？,"{""product_name"": ""臻享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2022"", ""field"": ""等待期"", ""benefit_type"": ""保费豁免""}","[""养老/年金"", ""保费豁免"", ""等待期""]",臻享年金,from_filename+limited_pdf
INSQ000088,CLAIM_PROCESS,我想问问臻享年金的理赔流程与理赔材料要求？ 谢谢,臻享年金的理赔流程与理赔材料要求？,臻享年金的理赔流程与理赔材料要求？,"{""product_name"": ""臻享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2022"", ""field"": ""等待期"", ""benefit_type"": ""意外保障""}","[""养老/年金"", ""意外保障"", ""等待期""]",臻享年金,from_filename+limited_pdf
INSQ000089,CLAIM_PROCESS,能不能臻享年金的里赔流程与里赔材料要求？？ 尽量说人话,臻享年金的理赔流程与理赔材料要求？,臻享年金的理赔流程与理赔材料要求？,"{""product_name"": ""臻享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2022"", ""field"": ""等待期"", ""benefit_type"": ""意外保障""}","[""养老/年金"", ""意外保障"", ""等待期""]",臻享年金,from_filename+limited_pdf
INSQ000090,CLAIM_PROCESS,看看臻享年津的理赔流程与理赔材料要求？？ 给业务能懂的说法,臻享年金的理赔流程与理赔材料要求？,臻享年金的理赔流程与理赔材料要求？,"{""product_name"": ""臻享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2022"", ""field"": ""等待期"", ""benefit_type"": ""意外保障""}","[""养老/年金"", ""意外保障"", ""等待期""]",臻享年金,from_filename+limited_pdf
INSQ000097,POLICY_VALIDITY,有没有臻享年金2022版跟以前版本在里赔流程上有什么差异？,臻享年金2022版与其他版本在理赔流程上有什么差异？,臻享年金2022版与其他版本在理赔流程上有什么差异？,"{""product_name"": ""臻享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2022"", ""field"": ""理赔流程"", ""benefit_type"": ""生存金短期返还(≤5年)""}","[""养老/年金"", ""生存金短期返还(≤5年)"", ""理赔流程""]",臻享年金,from_filename+limited_pdf
INSQ000098,POLICY_VALIDITY,想了解下臻享年金2022版跟以前版本在理赔流程上有什么差异？,臻享年金2022版与其他版本在理赔流程上有什么差异？,臻享年金2022版与其他版本在理赔流程上有什么差异？,"{""product_name"": ""臻享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2022"", ""field"": ""理赔流程"", ""benefit_type"": ""生存金短期返还(≤5年)""}","[""养老/年金"", ""生存金短期返还(≤5年)"", ""理赔流程""]",臻享年金,from_filename+limited_pdf
INSQ000099,POLICY_VALIDITY,能不能臻享年津2022版跟以前版本在里赔流程上有什么差异？？ ,臻享年金2022版与其他版本在理赔流程上有什么差异？,臻享年金2022版与其他版本在理赔流程上有什么差异？,"{""product_name"": ""臻享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2022"", ""field"": ""理赔流程"", ""benefit_type"": ""生存金短期返还(≤5年)""}","[""养老/年金"", ""生存金短期返还(≤5年)"", ""理赔流程""]",臻享年金,from_filename+limited_pdf
INSQ000100,COVERAGE_EXCLUSION,我想问问养老的常见免责有啥？？,养老/年金的常见免责有哪些？,养老/年金的常见免责有哪些？,"{""product_name"": ""臻享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2022"", ""field"": ""职业类别"", ""benefit_type"": ""护理权益""}","[""养老/年金"", ""护理权益"", ""职业类别""]",臻享年金,from_filename+limited_pdf
INSQ000101,COVERAGE_EXCLUSION,能不能养老/年金的常见免则有啥？,养老/年金的常见免责有哪些？,养老/年金的常见免责有哪些？,"{""product_name"": ""臻享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2022"", ""field"": ""职业类别"", ""benefit_type"": ""护理权益""}","[""养老/年金"", ""护理权益"", ""职业类别""]",臻享年金,from_filename+limited_pdf
INSQ000102,COVERAGE_EXCLUSION,有没有养老的常见免则有啥？？,养老/年金的常见免责有哪些？,养老/年金的常见免责有哪些？,"{""product_name"": ""臻享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2022"", ""field"": ""职业类别"", ""benefit_type"": ""护理权益""}","[""养老/年金"", ""护理权益"", ""职业类别""]",臻享年金,from_filename+limited_pdf
INSQ000103,CLAIM_PROCESS,想了解下养老金产品的里赔须知怎么说？,养老/年金产品的理赔须知如何表述？,养老/年金产品的理赔须知如何表述？,"{""product_name"": ""臻享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2022"", ""field"": ""理赔流程"", ""benefit_type"": ""护理权益""}","[""养老/年金"", ""护理权益"", ""理赔流程""]",臻享年金,from_filename+limited_pdf
INSQ000104,CLAIM_PROCESS,麻烦帮我查查养老/年津产品的理赔须知怎么说？,养老/年金产品的理赔须知如何表述？,养老/年金产品的理赔须知如何表述？,"{""product_name"": ""臻享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2022"", ""field"": ""理赔流程"", ""benefit_type"": ""护理权益""}","[""养老/年金"", ""护理权益"", ""理赔流程""]",臻享年金,from_filename+limited_pdf
INSQ000105,CLAIM_PROCESS,看看养老/年金产品的理赔须知怎么说？,养老/年金产品的理赔须知如何表述？,养老/年金产品的理赔须知如何表述？,"{""product_name"": ""臻享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2022"", ""field"": ""理赔流程"", ""benefit_type"": ""护理权益""}","[""养老/年金"", ""护理权益"", ""理赔流程""]",臻享年金,from_filename+limited_pdf
INSQ000106,PREMIUM_RATE,看看养老险的费率表如何阅读？,养老/年金的费率表如何阅读？,养老/年金的费率表如何阅读？,"{""product_name"": ""臻享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2022"", ""field"": ""健康告知"", ""benefit_type"": ""生存金短期返还(≤5年)""}","[""养老/年金"", ""生存金短期返还(≤5年)"", ""健康告知""]",臻享年金,from_filename+limited_pdf
INSQ000107,PREMIUM_RATE,养老金的费率表如何阅读？,养老/年金的费率表如何阅读？,养老/年金的费率表如何阅读？,"{""product_name"": ""臻享年金"", ""product_line"": ""养老/年金"", ""version_year"": ""2022"", ""field"": ""健康告知"", ""benefit_type"": ""生存金短期返还(≤5年)""}","[""养老/年金"", ""生存金短期返还(≤5年)"", ""健康告知""]",臻享年金,from_filename+limited_pdf
